cmd_id,t_send_ms,t_ack_recv_ms,rtt_ms,payload_size,mode,phase,note
d458cba6-2686-4b79-a08e-7960956aca7f,1770545941459,1770545941501,42,110,AUTO,,Case 1
2749bef9-f8dc-4d8b-a965-3dd1cdafbcd8,1770545941560,1770545941601,41,110,AUTO,,Case 1
29c6ab68-cc7a-4a75-9e8e-a2e37103ddaf,1770545941661,1770545941705,44,110,AUTO,,Case 1
9db94906-2768-458f-a2dc-c741f9a5e769,1770545941761,1770545941805,44,110,AUTO,,Case 1
68cad2c8-0872-4638-8d24-31e9e515a17e,1770545941861,1770545941905,44,110,AUTO,,Case 1
55290d89-5a5d-4c6a-bb45-1c996e137ce9,1770545941962,1770545942005,43,110,AUTO,,Case 1
65c9b182-1fa3-4283-bc50-4d19aaef61ea,1770545942062,1770545942105,43,110,AUTO,,Case 1
29029d1f-7ab3-4c84-9a41-657623d294bf,1770545942162,1770545942205,43,110,AUTO,,Case 1
6fa64e15-3c62-4709-bbf7-6f666e874910,1770545942263,1770545942305,42,110,AUTO,,Case 1
b45d4063-38d6-42c2-8931-058ae29e9c6b,1770545942363,1770545942405,42,110,AUTO,,Case 1
1a5a49df-df98-4a76-b11e-20035d94f5f4,1770545942464,1770545942505,41,110,AUTO,,Case 1
e00e0c0a-084f-4381-b0b8-5b3c16d326c2,1770545942564,1770545942605,41,110,AUTO,,Case 1
9e6182c6-5033-4008-83ad-8a342ce7584d,1770545942665,1770545942709,44,110,AUTO,,Case 1
6b77501c-7502-46e0-a407-5a065ea5c820,1770545942765,1770545942809,44,110,AUTO,,Case 1
